94,Dichtestes Punktepaar,95,267|753,151|492
95,Dichtestes Punktepaar,96,267|753,151|492
96,Dichtestes Punktepaar,97,267|753,151|492
97,Dichtestes Punktepaar,98,267|753,151|492
98,Dichtestes Punktepaar,99,267|753,151|492
99,Dichtestes Punktepaar,100,267|753,151|492
100,Dichtestes Punktepaar,200,29905|10072,29798|10270
101,Dichtestes Punktepaar,300,12849|30705,12896|30710
102,Dichtestes Punktepaar,400,16035|14651,16039|14618
103,Dichtestes Punktepaar,500,16035|14651,16039|14618
104,Dichtestes Punktepaar,600,16035|14651,16039|14618
105,Dichtestes Punktepaar,700,2502|22263,2478|22260
106,Dichtestes Punktepaar,800,2502|22263,2478|22260
107,Dichtestes Punktepaar,900,2502|22263,2478|22260
108,Dichtestes Punktepaar,1000,2502|22263,2478|22260
109,Dichtestes Punktepaar,1100,2502|22263,2478|22260
110,Dichtestes Punktepaar,1600,2502|22263,2478|22260
111,Dichtestes Punktepaar,2100,26425|7799,26417|7798
112,Dichtestes Punktepaar,2600,26425|7799,26417|7798
113,Dichtestes Punktepaar,3100,26425|7799,26417|7798
114,Dichtestes Punktepaar,3600,26425|7799,26417|7798
115,Dichtestes Punktepaar,4100,336|19736,341|19738
116,Dichtestes Punktepaar,4600,336|19736,341|19738
117,Dichtestes Punktepaar,5100,16959|9454,16957|9455
118,Dichtestes Punktepaar,5600,16959|9454,16957|9455
119,Dichtestes Punktepaar,6100,16959|9454,16957|9455
120,Dichtestes Punktepaar,7100,16959|9454,16957|9455
121,Dichtestes Punktepaar,8100,16959|9454,16957|9455
122,Dichtestes Punktepaar,9100,16959|9454,16957|9455
123,Dichtestes Punktepaar,10100,16959|9454,16957|9455
124,Dichtestes Punktepaar,11100,16959|9454,16957|9455
125,Dichtestes Punktepaar,12100,16959|9454,16957|9455
126,Dichtestes Punktepaar,13100,16959|9454,16957|9455
127,Dichtestes Punktepaar,14100,16959|9454,16957|9455
128,Dichtestes Punktepaar,15100,16959|9454,16957|9455
129,Dichtestes Punktepaar,16100,16959|9454,16957|9455
